;text
914;Appartement Nice Rue Massenet, l'une des plus jolie rue de la Zone Piétonne au calme, dans un immeuble de standing, appartement à rénover en 3eme étage avec terrasse de 10m², vue mer latérale, cuisine indépendante, cave, possibilité de double garage en sous sol...Biens soumis au statut de copropriété...DPE:E..Quote part annuelle de charges:nc..Honoraires inclus charge vendeur..Pas de procédure à notre conaissance
915;....NICE EST...ACROPOLIS... TROIS PIECES MEUBLEES RENOVE DE 65 M² EN ETAGE D'UNE MAISON, ENTREE...., SEJOUR TELEVISEUR, CUISINE AMERICAINE EQUIPEE LAVE LINGE, DEUX CHAMBRES, SALLE DE BAINS, WC INDEPENDANT, RANGEMENTS, CHAUFFAGE INDIVIDUEL AU GAZ, DOUBLE VITRAGE, PARKING FACILE, EXCL150319/7J, CLASSE ENERGETIQUE 451 kWh/m2/an... DISPONIBLE LE 1ER JANVIER LOYER MENSUEL CHARGES COMPRISES 1100 EUROS..EAU EDF GAZ EN SUPPLEMENT.DEPOT DE GARANTIE 1600 EUROS...CLASSE ENERGETIQUE NON COMMUNIQUEE... BEP LOGEMENT au 2 rue Biscarra 06000 NICE (la rue située entre Nice Etoile et Monoprix), Frais Locataire 190 € TTC (Etudiant 175 € TTC)...Tél 0493624716 (Offres sur toutes les Alpes Maritimes) Réf. annonce : 4640531............Obtenir l'adresse......Être rappelé......Demander une visite......
916;Particulier loue proche de Sophia-Antipolis,deux pièces entièrement meublé dans rez-de-chaussée de villa.Appartement très lumineux,tout confort.Belle terrasse ensoleillé.Une place de parking dans la propriété.Proche des commerces.Accès rapide au centre de Mougins,Mouans-Sartoux et Grasse.Appartement non fumeur.Il sera demandé de justifier un salaire fixe et des revenus minima.Loyer 690€(eau et edf à la charge du locataire).Idéal pour stagiaire,étudiant,alternant.Merci de bien vouloir indiquer un numéro de téléphone.Aucune réponse par mail.
917;Cannes centre, emplacement stratégique pour ce studio au calme dans une demeure Bourgeoise en parfait état, avec ascenseur 20m² loi carrez plus une mezzanine de 14m² ! ..Gare, rue d'Antibes, La Croisette et ses plages à 5 minutes à pieds ! ..Idéal pour location saisonnière/congrès ou un pied à terre. ..David BENICHOU .., conseiller immobilier indépendant auprès de la SAS PROPRIÉTÉS PRIVEES. ..RSAC: 420 479 297 ..Numéro de mandat: 255066 ..Prix: 178.900 euros honoraires charge acquéreurs, 5.24% soit 170.000 euros hors honoraires dont 5.24 % honoraires TTC à la charge de l'acquéreur. ..Copropriété de 40 lots (). .. Charges annuelles: 1440 euros.
918;Appartement 3 pièces complètement rénové aucun travaux à prévoir..Descriptif : entrée , wc indépendant, salle de bain , chambre de 12m2 , deuxième chambre avec dressing , cuisine ouverte
919;Nice Est dernier étage avec ascenseur Nice Est. Immeuble avec ascenseur. 3 pièces en dernier étage en parfait état avec balcon et vue dégagée. Séjour, cuisine, 2 chambres, salle de bains, WC et cave. Pour toutes demandes d'informations et visite, merci de contacter Massimo FUSARO.
920;Vente en direct par le propriétaire - Sans honoraires de vente. Au 73 Impasse des Escaliers à Roquebrune Cap Martin, à proximité immédiate du centre et de la mer, appartement T3 situé au 1er étage sans ascenseur dans la résidence Le Fort, construction de 1963. Il comprend 2 chambres donnant sur balcon dont une avec placard, une salle de bain, un WC indépendant, 2 placards dans le dégagement, un séjour donnant sur balcon de 9,69m² exposé EST et une cuisine donnant sur une terrasse de 35,75 m² exposée OUEST. Vendu avec une cave et une place de parking privée. Possibilité d'acquérir une seconde place à 7000€. Chauffage individuel gaz. Copropriété en cours de constitution de 101 lots dont 31 logements. Quote part de charges théoriques annuelles : 1656€ soit 138€ / mois. Pas de procédures.
921;....Location maison Valbonne proche village Belle maison à louer à Valbonne dans un....environnement calme et résidentiel à proximité du village. La maison de plain pied est composée de 5 pièces principales dont 4 chambres, 2 salles d'eau et une salle de bains, beau salon avec cheminée et salle à manger, ouvrant sur la terrasse couverte avec belle vue dégagée et le vaste jardin. Un garage et de nombreux stationnement sont possibles dans l'enceinte de la propriété. Location meublée à l'année disponible de suite. Honoraires: 1901.25 euros TTC dont 438.75 euros TTC au titre de l'état des lieux.............Obtenir l'adresse......Être rappelé......Demander une visite......
922;Magnifique villa construite en 1997, 6 pièces de 205m2 située à Magagnosc (Grasse) avec jardin de 2500m2, piscine jacuzzi et une vue dégagée sur les collines et montagnes.....Très au calme mais proche de toutes les commodités, cette villa est composée de :..Un hall d'entrée avec rangements, 4 chambres, 2 salles de bains, un WC, une cuisine équipée et aménagée, un salon de plus de 60m2, une salle à manger, un garage double de 30m2, une cave tout aussi spacieuse et une magnifique terrasse donnant sur la piscine, le jacuzzi et la vue.....Totalement indépendante, la villa comporte également beaucoup de places de parking à son entrée. Aucun vis à vis.....A visiter rapidement !....07 64 42 68 70....Pour tous renseignements et visites, veuillez contacter monsieur PRUD'HOMME Michaël, agissant sous le statut d'agent commercial immatriculé au RSAC sous le n° 512145657 - Mandat n°243435..Prix : 957500 euros, honoraires à charge vendeur.....Téléphone : 07 64 42 68 70..E-mail : m.prudhomme@proprietes-privees.com....SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777
923;Idéal investisseur !....Studio de 24m2 en Rez-de-chaussée situé au coeur du charmant quartier historique du Suquet à Cannes.....Situé à côté du point de vue du Musée de Castre, cet appartement offre :....Un séjour de 17m2, une petite cuisine, une salle d'eau avec WC.....A rénover cet appartement bénéficie d'un emplacement idéal pour aller à la plage à pied et profiter de tous les commerces de proximité.....Le vieux port et le palais des festivals se trouvent à quelques centaines de mètres.....A visiter rapidement !....Michaël PRUD'HOMME..07 64 42 68 70....Pour tous renseignements et visites, veuillez contacter monsieur PRUD'HOMME Michaël, agissant sous le statut d'agent commercial immatriculé au RSAC sous le n° 512145657 - Mandat n°244323..Prix : 175500 euros, honoraires à charge vendeur.....Téléphone : 07 64 42 68 70..E-mail : m.prudhomme@proprietes-privees.com....SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777..Copropriété de 4 lots ()..... Charges annuelles : 225 euros.
924;*** 06530 SAINT-CEZAIRE SUR SIAGNE ***....TERRAIN PLAT DE 6341 M2 EN ZONE D'ACTIVITES DE LA FESTRE (activités industrielles, tertiaires et artisanales). plus de 30 établissements sur la zone en plein développement autour du pôle Arômes et Parfums .....ACCES DIRECT à la route départementale. GROS POTENTIEL A DEVELOPPER avec une emprise au sol maximale jusqu'à 3170 m2 avec une hauteur de 10 mètres autorisée pour les bâtiments (Zone UZ du PLU).....936 000 euros Honoraires agence inclus. Honoraires charge vendeur. Contactez Dominique Chantrenne au 06 04 42 71 57 ou d.chantrenne@proprietes-privees.com, agent commercial indépendant pour PROPRIETES PRIVEES, Rsac 797636255. Mandat 240839...SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq ontinents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777
925;*** 06530 ST-CEZAIRE SUR SIAGNE ***....EXCEPTIONNEL PANORAMA AVEC VUE SUR LE VILLAGE, MASSIF DE L'ESTEREL ET ECHAPPEES SUR BAIE DE CANNES / GOLFE DE ST RAPHAEL POUR CETTE PROPRIETE AVEC BEAUCOUP DE CACHET !....Cette Villa de style provençal présentée dans un état remarquable, s'articule autour d'un plain-pied (125 m2) proposant une cuisine équipée indépendante, un salon salle à manger avec cheminée, 4 chambres, salle de douche et salle de bain. Bâtie sur un immense sous-sol (80 m2) en grande partie aménagé avec de nombreuses possibilités .......Terrain en restanques de 3600 m2 avec oliviers, murs en pierre... Grandes Terrasses exposées Sud, pergolas, piscine à débordement vous feront apprécier la vue, le calme absolu et un environnement provençal préservé !!....Pierres de taille, portail fer forgé automatique, chauffage central au gaz, piscine au sel chauffée avec pompe à chaleur, fosse aux normes.......759 000 euros Honoraires agence inclus. Honoraires charge vendeur. Contactez Dominique Chantrenne au 06 04 42 71 57 ou d.chantrenne@proprietes-privees.com, agent commercial indépendant pour PROPRIETES PRIVEES, Rsac 797636255. Mandat 233 243..SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777
926;Grand loft atypique ultra moderne dans un style new-yorkais de 101m2, situé dans le charmant et authentique quartier du Suquet à Cannes centre.....Agréable à vivre, il est aussi un investissement locatif idéal pour les congrès.....Cet appartement se compose de :..Un garage qui a été transformé en une grande entrée, deux grandes chambres avec salle d'eau et WC pour chacune, un patio, un grand séjour avec cuisine ouverte.....Tout à pied, la mer et les plages se situent à 200m ainsi que les cafés et restaurants. Le vieux port et le palais des festivals sont à 500m.....Au plaisir de vous le faire visiter !....Pour tous renseignements et visites, veuillez contacter monsieur PRUD'HOMME Michaël, agissant sous le statut d'agent commercial immatriculé au RSAC sous le n° 512145657 - Mandat n°227039..Prix : 450 000 euros, honoraires à charge vendeur.....Téléphone : 07 64 42 68 70..E-mail : m.prudhomme@proprietes-privees.com....SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777..Copropriété de 14 lots ()..... Charges annuelles : 912 euros.
927;*** 06530 SAINT-CEZAIRE SUR SIAGNE ***....GRANDE VILLA 7 PIECES 5 CHAMBRES D'ENVIRON 205 m2 HABITABLE SUR UN TERRAIN PLAT ET CLOS DE 1842 m2.....La villa exposée Sud propose au Rez de chaussée : salon séjour (47 m2) avec cheminée insert et belle hauteur sous plafond, cuisine équipée indépendante donnant sur une terrasse sous abri avec cuisine d'été. 3 chambres, SDB, buanderie, 2 WC.....Etage : mezzanine (20 m2), dressing, 2 chambres, SDB. Balcon terrasse.....Garage de 30 m2 avec rangements en mezzanine, double abri voiture (20 m2), pool house (30 m2), piscine de forme libre et sa cascade, terrasses......VILLA PRESENTEE EN TRES BON ETAT !....530 000 euros Honoraires agence inclus. Honoraires charge vendeur. Contactez Dominique Chantrenne au 06 04 42 71 57 ou d.chantrenne@proprietes-privees.com, agent commercial indépendant pour PROPRIETES PRIVEES, Rsac 797636255. Mandat 250346...SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777
928;Grand appartement trois pièces de 81m2 au dernier étage avec une belle vue dégagée, situé basse Californie dans un secteur résidentiel et au calme.....Lumineux et entièrement rénové, cet appartement offre :..Une entrée, un grand séjour avec cuisine ouverte aménagée et équipée, deux suites avec salle d'eau pour chacune, deux WC et surtout des terrasses totalisant 55m2 avec vue dégagée.....Il saura vous séduire avec sa triple exposition, ses terrasses et sa situation, à venir visiter !....Pour tous renseignements et visites, veuillez contacter monsieur PRUD'HOMME Michaël, agissant sous le statut d'agent commercial immatriculé au RSAC sous le n° 512145657 - Mandat n°242276..Prix : 720000 euros, honoraires à charge vendeur.....Téléphone : 07 64 42 68 70..E-mail : m.prudhomme@proprietes-privees.com....SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777..Copropriété de 45 lots ()..... Charges annuelles : 4000 euros.
929;*** 06530 SAINT-CEZAIRE-SUR-SIAGNE ***....EXCLUSIVITE !....SPLENDIDE VILLA D'ARCHITECTE 6 pièces 4 chambres d'environ 210 m2, construite en 2007 sur un terrain de 2400 m2 plat, clos et arboré.....De beaux volumes vous attendent avec un double séjour de 77 m2 et sa cuisine haute gamme ouverte. Grandes baies vitrées s'ouvrant sur la terrasse extérieure de 200 m2 et l'espace piscine. 1 chambre parentale avec dressing + Salle de bain (50 m2), WC, bureau (ou 4 ème chambre), cellier.....A l'étage : 2 chambres parentales avec salles d'eau + WC et un balcon terrasse.....Magnifique piscine de forme libre (Diffazur), garage-Atelier de 55 m2, chalet, Chauffage par le sol, poêle à bois, chauffe-eau thermodynamique, installation photovoltaique, portail automatique, tout-à-l'égoût. Villa économique avec une isolation performante !....649 000 euros HAI. Honoraires charge vendeur. Contactez Dominique Chantrenne au 06 04 42 71 57 d.chantrenne@proprietes-privees.com, agent commercial indépendant pour la SAS Propriétés Privées. Rsac 797636255. Mandat 240835...SAS PROPRIETES PRIVEES - Zac du Chêne Ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RC NANTES 487 624 777
